Crit0,Crit1,Crit2,end
333220,-379601,2394,end
334054,-379428,2393,end
334230,-379637,2393,end
334773,-380294,2406,end
334949,-380503,2406,end
335191,-381159,2408,end
335449,-380489,2404,end
336037,-380617,2403,end
336648,-380562,2400,end
335625,-380698,2404,end
336824,-380771,2400,end
334502,-379478,2392,end
335221,-380344,2405,end
336485,-380667,2402,end
337096,-380612,2399,end
335674,-380002,2391,end
336393,-380868,2404,end
337069,-381063,2402,end
337657,-381191,2401,end
338268,-381136,2398,end
334678,-379687,2392,end
334781,-379639,2390,end
335034,-379635,2387,end
335397,-380553,2405,end
336661,-380876,2402,end
337272,-380821,2399,end
337375,-380773,2397,end
337628,-380769,2394,end
335850,-380211,2391,end
341045,-382992,2385,end
336569,-381077,2404,end
336811,-381733,2406,end
337245,-381272,2402,end
337487,-381928,2404,end
337833,-381400,2401,end
337936,-381352,2399,end
338075,-382056,2403,end
338101,-382241,2401,end
338188,-381656,2399,end
338507,-381846,2399,end
338444,-381345,2398,end
338547,-381297,2396,end
338686,-382001,2400,end
338712,-382186,2398,end
338799,-381601,2396,end
338800,-381293,2393,end
339118,-381791,2396,end
341550,-383804,2378,end
339221,-381998,2390,end
339753,-382155,2385,end
339397,-382207,2390,end
339500,-382159,2388,end
339194,-382449,2393,end
339782,-382577,2392,end
340393,-382522,2389,end
339370,-382658,2393,end
339958,-382786,2392,end
340569,-382731,2389,end
340061,-382738,2390,end
340672,-382683,2387,end
